nodeid	nodelen	ys	tunisia	bhagwa	taishanhong	dabenzi	azerbaijan
s19341	26829	1	1	1	1	1	0
s19342	11002	1	1	1	1	1	0
s19343	286	1	1	1	0	1	0
s19344	394	1	1	1	1	1	0
s19345	191	1	1	1	0	1	0
s19346	12526	1	1	1	1	1	0
s19347	184	1	1	1	1	0	0
s19348	3349	1	1	1	1	1	0
s19349	23911	1	1	1	1	1	0
s19350	191	1	1	0	1	1	0
s19351	742	1	1	1	1	1	0
s19352	139	1	1	0	1	1	0
s19353	34124	1	1	1	1	1	0
s19354	6693	1	1	1	1	1	0
s19355	895	1	1	1	0	0	0
s19356	52774	1	1	1	1	1	0
s19357	331	1	1	0	1	0	0
s19358	8084	1	1	1	1	1	0
s19359	387	1	1	1	0	0	0
s19360	1011	1	1	1	1	1	0
s19361	9	1	1	1	0	1	0
s19362	22646	1	1	1	1	0.161971	0
s19363	465	1	1	0	0	0	0
s19364	12701	1	0	0	0	0	0
s19365	6141	1	1	0	0	0	0
s19366	30	1	0	0	0	0	0
s19367	980	1	1	0	0	0	0
s19368	721	1	0	0	0	0	0
s19369	197	1	1	0	0	0	0
s19370	11	1	0	0	0	0	0
s19371	136	1	1	0	0	0	0
s19372	696	1	0	0	0	0	0
s19373	299	1	1	0	0	0	0
s19374	16236	1	0	0	0	0	0
s19375	8845	1	1	0	0	0	0
s19376	12669	1	0	0	0	0	0
s19377	6119	1	1	0	0	0	0
s19378	1	1	0	0	0	0	0
s19379	1026	1	1	0	0	0	0
s19380	10975	1	0	0	0	0	0
s19381	8375	1	1	0	0	0	0
s19382	4599	1	1	1	1	0	0
s19383	9334	1	1	1	0	0	0
s19384	766	1	0	1	0	0	0
s19385	23670	1	1	1	0	0.48458	0
s19386	5212	1	1	1	0	0	0
s19387	358	1	1	1	0	1	0
s19388	4174	1	1	1	1	1	0
s19389	198	1	1	1	1	0	0
s19390	53893	1	1	1	1	1	0
s19391	244	1	0	0	0	0	0
s19392	11007	1	1	1	1	1	0
s19393	63	1	1	0	1	0	0
s19394	3398	1	1	1	1	1	0
s19395	308	1	0	1	1	1	0
s19396	12120	1	1	1	1	1	0
s19397	63	1	0	0	1	0	0
s19398	8698	1	1	1	1	1	0
s19399	1257	1	1	0	0	0	0
s19400	11213	1	1	1	1	1	0
s19401	76	1	0	0	0	0	0
s19402	69994	1	1	1	1	1	0
s19403	39787	1	1	1	1	1	0
s19404	7037	1	1	1	1	1	0
s19405	2913	1	1	1	1	1	0
s19406	92	1	0	0	1	0	0
s19407	69464	1	1	1	1	1	0.907837
s19408	69	1	1	1	0	1	1
s19409	40587	1	1	1	1	1	0.999581
s19410	41906	1	1	1	1	1	1
s19411	1	1	1	1	1	0	1
s19412	5913	1	1	1	1	1	1
s19413	17356	1	1	1	1	1	1
s19414	7351	1	1	1	1	1	1
s19415	316	1	0	1	1	1	1
s19416	9901	1	1	1	1	1	1
s19417	110	1	0	1	1	1	0
s19418	16205	1	1	1	1	1	0.126813
s19419	457	1	1	1	1	0	0
s19420	41508	1	1	1	1	1	0.964392
s19421	2	1	0	0	0	0	0
s19422	14623	1	1	1	1	1	1
s19423	566	1	0	0	0	0	1
s19424	37258	1	1	1	1	1	1
s19425	7600	1	1	1	1	1	1
s19426	10626	1	1	1	1	1	1
s19427	264	1	1	1	0	0	1
s19428	17571	1	1	1	1	1	1
s19429	150024	1	1	1	1	1	0.999693
s19430	50511	1	1	1	1	1	0
s19431	87	1	1	1	1	0	0
s19432	2625	1	1	1	1	1	0
s19433	65	1	1	1	1	0	0
s19434	23419	1	1	1	1	1	0
s19435	125	1	1	1	1	0	0
s19436	288	1	1	1	0	0	0
s19437	1911	1	1	1	1	0	0
s19438	4136	1	1	1	1	1	0
s19439	288	1	1	1	0	1	0
s19440	4185	1	1	1	1	1	0.931422
s19441	158	1	1	1	0	0	0
s19442	21997	1	1	1	1	1	1
s19443	100	1	1	1	0	1	1
s19444	46380	1	1	1	1	1	1
s19445	637	1	1	1	1	0	0
s19446	608	1	1	1	1	1	1
s19447	1223	1	1	1	1	0	1
s19448	690	1	1	1	1	1	1
s19449	218	1	1	1	1	0	1
s19450	6877	1	1	1	1	1	1
s19451	60228	1	1	1	1	1	1
s19452	16980	1	1	1	1	1	1
s19453	124	1	1	1	1	0	0
s19454	83992	1	1	1	1	1	1
s19455	167	1	1	1	0	0	1
s19456	3399	1	1	1	1	1	1
s19457	28615	1	1	1	1	1	1
s19458	365	1	1	1	0	0	1
s19459	4391	1	1	1	1	1	1
s19460	2	1	1	1	1	0	1
s19461	42723	1	1	1	1	1	0.992346
s19462	1627	1	1	1	1	0	0
s19463	54970	1	1	1	1	1	0.936438
s19464	2259	1	1	1	1	1	1
s19465	82	1	1	1	1	0	1
s19466	25382	1	1	1	1	1	1
s19467	1021	1	1	1	1	0	1
s19468	126	1	1	1	1	0	1
s19469	19926	1	1	1	1	1	1
s19470	94635	1	1	1	1	1	1
s19471	70870	1	1	1	1	1	1
s19472	1849	1	1	1	1	0	1
s19473	8995	1	1	1	1	1	1
s19474	5419	1	1	1	0	0	0
s19475	58409	1	1	1	1	1	0.999709
s19476	95113	1	1	1	1	1	0.990821
s19477	5105	1	1	1	1	0	0
s19478	3830	1	1	1	1	1	0
s19479	1290	1	1	1	0	1	0
s19480	66	1	1	1	0	0	0
s19481	1653	1	1	1	1	1	0
s19482	10	1	1	1	0	1	0
s19483	176235	1	1	1	1	1	0.992924
s19484	78328	1	1	1	1	1	0.992493
s19485	9182	1	1	1	1	0	1
s19486	20288	1	1	1	1	1	1
s19487	69183	1	1	1	1	1	1
s19488	564	1	1	1	0	0	1
s19489	93930	1	1	1	1	1	1
s19490	7122	1	1	1	1	1	1
s19491	68638	1	1	1	1	1	1
s19492	431	1	1	1	0	1	0
s19493	4297	1	1	1	0	0	0
s19494	701	1	1	1	0	1	0
s19495	19429	1	1	1	1	1	0
s19496	141	1	1	1	0	0	0
s19497	21918	1	1	1	1	1	0.382289
s19498	1	1	1	1	1	0	1
s19499	7119	1	1	1	1	1	1
s19500	6675	1	1	1	1	1	1
s19501	64	1	1	1	1	0	1
s19502	5421	1	1	1	1	1	1
s19503	23767	1	1	1	1	1	1
s19504	13097	1	1	1	1	1	1
s19505	180	1	1	1	0	1	1
s19506	10860	1	1	1	1	1	1
s19507	2561	1	1	1	1	0	0
s19508	13642	1	1	1	1	1	1
s19509	7371	1	1	1	1	1	1
s19510	125616	1	1	1	1	1	1
s19511	21	1	1	1	0	1	1
s19512	24297	1	1	1	1	1	1
s19513	27961	1	1	1	1	1	1
s19514	36041	1	1	1	1	1	1
s19515	30185	1	1	1	0.462349	1	0.450091
s19516	165	1	1	1	0	0	0
s19517	11892	1	1	1	0.996048	1	0.996048
s19518	287	1	0	1	1	1	1
s19519	14423	1	1	1	1	1	1
s19520	20	1	1	1	1	0	1
s19521	28662	1	1	1	1	1	1
s19522	70343	1	1	1	1	1	1
s19523	5	1	0	0	1	0	1
s19524	24	1	1	1	1	0	1
s19525	67354	1	1	1	1	1	1
s19526	31924	1	1	1	1	1	1
s19527	3221	1	1	1	1	1	1
s19528	7140	1	1	1	1	1	0.622549
s19529	12186	1	1	1	1	1	0
s19530	4341	1	1	1	1	0	0
s19531	18438	1	1	1	1	1	0
s19532	8	1	1	1	0	1	0
s19533	36135	1	1	1	1	1	0.920825
s19534	700	1	1	1	0	0	1
s19535	5030	1	1	1	1	1	1
s19536	1387	1	1	1	1	1	1
s19537	7206	1	1	1	1	1	1
s19538	184	1	1	0	1	1	0
s19539	31506	1	1	1	1	1	1
s19540	1787	1	1	1	1	1	1
s19541	10087	1	1	1	1	1	1
s19542	27	1	1	0	0	0	0
s19543	8451	1	1	1	1	1	1
s19544	393	1	1	0	1	1	0
s19545	1465	1	1	1	1	1	1
s19546	44034	1	1	1	1	1	1
s19547	49393	1	1	1	1	1	1
s19548	29	1	1	1	1	0	0
s19549	95038	1	1	1	1	1	1
s19550	59060	1	1	1	1	1	0.98146
s19551	60	1	1	1	0	1	1
s19552	49	1	1	1	1	1	1
s19553	370	1	0	1	0	1	1
s19554	21274	1	1	1	1	1	1
s19555	365	1	1	1	0	1	1
s19556	38047	1	1	1	1	1	0.972035
s19557	58184	1	1	1	0.999691	1	1
s19558	7781	1	1	1	1	1	1
s19559	46	1	1	1	1	0	0
s19560	45423	1	1	1	1	1	1
s19561	61	1	1	1	1	0	1
s19562	48447	1	1	1	1	1	1
s19563	21	1	1	1	0	1	1
s19564	76	1	1	1	0	1	1
s19565	44916	1	1	1	1	1	0.999688
s19566	2	1	1	0	1	0	0
s19567	30006	1	1	1	1	1	0.853729
s19568	793	1	1	1	1	0	0
s19569	47383	1	1	1	1	1	1
s19570	38308	0.99953	0.851989	0.85212	0.85259	0.85259	0.850005
s19571	67929	0.999912	0.871012	0.871012	0.871012	0.871012	0.871012
s19572	15176	1	1	1	1	1	1
s19573	7698	1	1	1	0	1	1
s19574	8954	1	1	1	1	1	1
s19575	45658	1	1	1	1	1	0.949932
s19576	219	1	0	1	0	1	1
s19577	13106	1	1	1	1	1	1
s19578	1098	1	1	1	0	1	1
s19579	274	1	1	1	0	0	1
s19580	1928	1	1	1	0	1	1
s19581	5	1	1	1	0	0	1
s19582	1415	1	1	1	0	1	1
s19583	2899	1	0	0	0	0	0
s19584	342	1	1	1	0	1	1
s19585	50206	1	1	1	1	1	1
s19586	8761	1	0	0	0	0	0
s19587	89594	1	1	1	1	1	1
s19588	303	1	1	1	0	1	1
s19589	10661	1	1	1	1	1	1
s19590	357	1	1	1	0	0	1
s19591	41330	1	1	1	1	1	0.999564
s19592	86	1	1	1	0	1	1
s19593	112712	1	1	1	1	1	1
s19594	72	1	0	0	1	0	0
s19595	63501	1	1	1	1	1	1
s19596	88	1	1	1	1	0	1
s19597	23888	1	1	1	1	1	0.982962
s19598	768	1	1	1	1	0	0
s19599	6004	1	1	1	1	1	0
s19600	8	1	1	1	1	0	0
s19601	15555	1	1	1	1	1	0.698682
s19602	8985	1	1	1	1	1	1
s19603	118851	1	1	1	1	1	1
s19604	52	1	0	0	0	0	0
s19605	13722	1	1	1	1	1	1
s19606	94	1	1	0	1	1	1
s19607	6415	1	1	1	1	1	0.996882
s19608	1672	1	1	1	0	1	0
s19609	13087	1	1	1	1	1	0
s19610	182	1	1	1	0	1	0
s19611	57114	1	1	1	1	1	0
s19612	12003	1	1	1	1	1	0
s19613	1549	1	0	0	0	0	0
s19614	14398	1	1	1	1	1	0
s19615	184	1	0	0	0	0	0
s19616	27478	1	1	1	1	1	0
s19617	2131	1	0	0	0	0	0
s19618	33382	1	1	1	1	1	0
s19619	5938	1	1	1	1	1	0
s19620	47463	1	1	1	1	1	0.940059
s19621	859	1	1	1	1	0	0
s19622	1177	1	1	1	1	1	1
s19623	790	1	1	1	1	1	1
s19624	226	1	1	1	1	0	0
s19625	36188	1	1	1	1	1	1
s19626	21644	1	1	1	1	1	1
s19627	136	1	0	1	1	1	1
s19628	99820	1	1	1	1	1	0.538269
s19629	127	1	1	1	0	1	0
s19630	16874	1	1	1	1	1	0
s19631	964	1	1	1	0	0	0
s19632	47889	1	1	1	1	1	0.961515
s19633	9	1	1	1	1	0	1
s19634	12544	1	1	1	1	1	1
s19635	19593	1	1	1	1	1	1
s19636	28308	1	1	1	1	1	1
s19637	1482	1	1	0	1	1	0
s19638	1823	1	1	0	1	0	0
s19639	4713	1	1	0	1	1	0
s19640	11163	1	1	1	1	1	1
s19641	77	1	0	0	0	0	0
s19642	13946	1	1	1	1	1	1
s19643	1350	1	0	0	0	0	0
s19644	69706	1	1	1	1	1	1
s19645	39368	1	1	1	1	1	1
s19646	2037	1	1	1	1	0	0
s19647	16868	1	1	1	1	1	1
s19648	1	1	1	1	1	0	0
s19649	30797	1	1	1	1	1	1
s19650	30284	1	1	1	1	1	1
s19651	67	1	0	0	0	0	0
s19652	37436	1	1	1	1	1	1
s19653	119	1	0	0	0	0	0
s19654	130004	1	1	1	1	1	1
s19655	15136	1	1	1	1	1	1
s19656	27497	1	1	1	1	1	0.0478234
s19657	475	1	1	0	1	1	0
s19658	43829	1	1	1	1	1	0
s19659	14842	1	1	1	1	1	0
s19660	685	1	1	1	1	1	0
s19661	3411	1	1	1	1	1	0
s19662	2305	1	1	0	1	1	0
s19663	2068	1	1	0	1	1	0
s19664	157	1	1	0	1	1	0
s19665	30742	1	1	1	1	1	0.811333
s19666	221	1	0	0	1	1	0
s19667	4633	1	0	0	0	1	0
s19668	204	1	0	0	0	0	0
s19669	8	1	0	0	0	1	0
s19670	460	1	0	0	1	1	0
s19671	51821	1	1	1	1	1	1
s19672	4601	1	1	1	1	1	1
s19673	236	1	1	0	1	1	1
s19674	27013	1	1	1	1	1	1
s19675	132990	1	1	1	1	1	0.98924
s19676	60	1	1	1	0	0	1
s19677	142530	1	1	1	1	1	1
s19678	26912	1	1	1	1	1	1
s19679	176	1	1	1	1	0	1
s19680	67164	1	1	1	1	1	1
s19681	7786	1	1	1	1	1	0.10095
s19682	170	1	1	1	0	1	0
s19683	508	1	1	1	1	1	0
s19684	15414	1	1	1	1	1	0
s19685	429468	1	1	1	1	1	0.788708
s19686	21025	1	1	1	1	1	1
s19687	7558	1	1	1	0	0	1
s19688	23	1	1	1	1	1	1
s19689	223	1	1	1	1	1	1
s19690	1	1	1	1	1	0	1
s19691	87034	1	1	1.22305	1	1	1
s19692	28993	1	1	2	1	0.628497	0.475839
s19693	17389	1	0	1	1	0	0
s19694	140096	1	0	1	1	0.0503369	0
s19695	10000	1	0	1	1	1	0
s19696	4225	1	0	1	1	1	0
s19697	8171	1	1	2	1	1	0
s19698	45157	1	1	1.36858	1	1	0.670151
s19699	757	1	0	0	0	0	1
s19700	3	1	1	1	1	1	1
s19701	24375	1	1	1	1	1	1
s19702	71	1	1	1	1	0	0
s19703	62154	1	1	1	1	1	1
s19704	426	1	1	1	1	0	0
s19705	3107	1	1	1	1	1	1
s19706	1614	1	1	1	1	0	0
s19707	147970	1	1	1	1	1	0.929479
s19708	117723	1	1	1	1	1	1
s19709	26147	1	1	1	1	1	0.933032
s19710	682	1	1	1	1	0	1
s19711	19640	1	1	1	1	1	1
s19712	26792	1	1	1	1	1	1
s19713	31177	1	1	1	1	1	1
s19714	1667	1	0	1	0	0	1
s19715	22551	1	1	1	1	1	0.641568
s19716	1084	1	0	0	1	1	0
s19717	115	1	0	0	1	0	0
s19718	179	1	0	0	0	0	0
s19719	5	1	0	0	1	0	0
s19720	6624	1	0	0	1	1	0
s19721	35196	1	1	1	1	1	1
s19722	74641	1	1	1	1	1	1
s19723	356	1	1	0	0	1	0
s19724	33766	1	1	1	1	1	0.832998
s19725	564	1	1	1	0	1	0
s19726	3204	1	1	1	1	1	0.872659
s19727	9	1	1	1	1	0	1
s19728	705	1	1	1	1	1	1
s19729	52	1	1	1	1	0	0
s19730	91364	1	1	1	1	1	1
s19731	4	1	1	1	1	0	0
s19732	214	1	1	1	1	1	1
s19733	13069	1	1	1	1	1	1
s19734	157	1	1	1	0	1	1
s19735	36224	1	1	1	1	1	1
s19736	25672	1	1	1	1	1	1
s19737	68	1	0	1	0	0	1
s19738	92456	1	1	1	1	1	1
s19739	15586	1	1	1	1	1	1
s19740	63	1	1	1	1	1	1
s19741	3449	1	1	1	1	1	1
s19742	16786	1	1	1	1	1	1
s19743	66	1	1	0	0	0	0
s19744	12183	1	1	1	1	1	1
s19745	4	1	1	1	0	1	1
s19746	271	1	1	1	0	0	1
s19747	27	1	1	1	0	1	1
s19748	5157	1	1	1	1	1	1
s19749	898	1	1	1	1	0	1
s19750	299	1	1	1	0	0	0
s19751	336	1	1	1	1	0	1
s19752	7114	1	1	1	1	1	1
s19753	221	1	1	1	0	1	1
s19754	9297	1	1	1	1	1	1
s19755	223	1	1	1	1	0	1
s19756	53748	1	1	1	1	1	0.998605
s19757	121	1	1	0	1	1	0
s19758	17539	1	1	1	1	1	0.70979
s19759	975	1	1	1	1	1	1
s19760	199	1	1	1	1	0	1
s19761	55371	1	1	1	1	1	1
s19762	61959	1	1	1	1	1	1
s19763	8186	1	1	0	0	0	0
s19764	32812	1	1	1	1	1	1
s19765	55995	1	1	1	1	1	0.985231
s19766	78905	1	1	1	1	1	0.814055
s19767	12310	1	1	1	1	1	1
s19768	537	1	1	1	1	0	1
s19769	331	1	1	1	1	1	1
s19770	288	1	1	1	1	0	1
s19771	515	1	1	1	1	1	1
s19772	77	1	1	1	1	0	0
s19773	294	1	1	1	1	1	1
s19774	162	1	1	1	1	0	1
s19775	803	1	1	1	1	1	1
s19776	83	1	1	1	1	0	0
s19777	356	1	1	1	1	1	1
s19778	244	1	1	1	1	0	1
s19779	64417	1	1	1	1	1	1
s19780	16275	1	1	1	1	1	1
s19781	1583	1	1	1	1	0	1
s19782	1505	1	0	0	0	0	1
s19783	1791	1	0	0	0	1	1
s19784	3	1	0	0	0	0	1
s19785	25	1	1	1	1	0	1
s19786	29971	1	1	1	1	1	1
s19787	1723	1	1	1	1	0	1
s19788	23070	1	1	1	1	1	1
s19789	188	1	1	1	1	0	1
s19790	22405	1	1	1	1	1	1
s19791	92811	1	1	1	1	1	1
s19792	229	1	0	0	1	1	0
s19793	242	1	0	0	0	1	0
s19794	4140	1	0	0	0	0	0
s19795	215	1	0	0	0	1	0
s19796	446	1	0	0	1	1	0
s19797	91090	1	1	1	1	1	0.996476
s19798	43630	1	1	1	1	1	1
s19799	1883	1	1	1	1	0	1
s19800	52842	1	1	1	1	1	1
s19801	2154	1	1	1	1	1	1
s19802	254	1	1	1	1	0	1
s19803	819	1	1	1	1	1	0.324786
s19804	2	1	1	1	1	0	0
s19805	304	1	1	1	1	1	0
s19806	14	1	1	1	1	0	0
s19807	1681	1	1	1	1	1	0
s19808	2	1	1	0	0	0	0
s19809	36073	1	1	1	1	1	0
s19810	90	1	1	0	0	0	0
s19811	20696	1	1	1	1	1	0
s19812	71	1	0	1	1	1	0
s19813	249	1	1	1	1	1	0
s19814	267	1	1	1	0	1	0
s19815	3141	1	1	1	1	1	0
s19816	13363	1	1	0	0	0	0
s19817	1197	1	1	1	1	1	0.248956
s19818	27644	1	1	1	1	1	1
s19819	76494	1	1	1	1	1	1
s19820	66	1	1	1	1	0	1
s19821	15424	1	1	1	1	1	1
s19822	29221	1	1	1	1	1	1
s19823	30969	1	1	1	1	1	1
s19824	637	1	1	1	1	1	1
s19825	56	1	0	0	0	0	0
s19826	50155	1	1	1	1	1	1
s19827	16549	1	1	1	1	1	1
s19828	15883	1	1	1	1	1	1
s19829	143	1	0	1	1	1	1
s19830	60113	1	1	1	1	1	1
s19831	15	1	1	1	1	0	0
s19832	7248	1	1	1	1	1	1
s19833	65574	1	1	1	1	1	1
s19834	10648	1	1	1	1	1	1
s19835	81212	1	1	1	1	1	1
s19836	62	1	1	1	0	0	0
s19837	12232	1	1	1	1	1	1
s19838	8467	1	1	1	1	1	1
s19839	6630	1	1	1	1	1	1
s19840	2535	1	1	1	1	1	1
s19841	14783	1	1	1	1	1	1
s19842	29	1	1	1	1	0	1
s19843	23043	1	1	1	1	1	1
s19844	13894	1	1	1	1	1	1
s19845	1181	1	1	1	1	1	1
s19846	1157	1	1	1	1	1	1
s19847	7794	1	0	1	0	0	1
s19848	50243	1	1	1	1	1	1
s19849	55071	1	1	1	1	1	1
s19850	8028	1	0	0	0	0	0
s19851	18909	1	1	1	1	1	1
s19852	370	1	1	1	1	0	1
s19853	52101	1	1	1	1	1	0.993743
s19854	2436	1	1	1	0	1	0
s19855	319	1	1	1	0	1	0
s19856	2291	1	1	1	0	0	0
s19857	100	1	1	1	0	1	0
s19858	35116	1	1	1	1	1	0
s19859	440	1	1	1	0	1	0
s19860	149	1	1	1	1	1	0
s19861	43784	1	1	1	1	1	0
s19862	2031	1	1	0	0	0	0
s19863	34526	1	1	1	1	1	0
s19864	165	1	1	1	1	0	0
s19865	2817	1	1	1	1	1	0
s19866	20766	1	0	0	0	0	0
s19867	5285	1	1	1	1	1	0
s19868	4111	1	1	1	1	1	0
s19869	1	1	1	1	1	0	0
s19870	2052	1	1	1	1	1	0
s19871	24	1	1	1	1	0	0
s19872	5567	1	1	1	1	1	0
s19873	51	1	1	1	1	1	0
s19874	24	1	0	0	0	0	0
s19875	15059	1	1	1	1	1	0
s19876	136	1	1	1	1	1	0
s19877	87531	1	1	1	1	1	0.743885
s19878	1	1	0	1	1	1	1
s19879	4656	1	1	1	1	1	1
s19880	91	1	0	1	1	1	1
s19881	57922	1	1	1	1	1	1
s19882	114	1	1	1	0	0	1
s19883	33608	1	1	1	1	1	0.95635
s19884	21993	1	1	1	1	1	0
s19885	1754	1	1	0	1	1	0
s19886	37219	1	1	1	1	1	0.959483
s19887	8946	1	1	1	1	1	1
s19888	193	1	1	1	0	0	1
s19889	16768	1	1	1	1	1	1
s19890	24003	1	1	1	1	1	1
s19891	1557	1	1	1	1	0	0
s19892	24568	1	1	1	1	1	0.976229
s19893	116	1	1	1	1	0	0
s19894	3954	1	1	1	1	1	0
s19895	458	1	1	1	1	0	0
s19896	460	1	1	1	1	1	0
s19897	1647	1	1	1	1	1	0
s19898	12287	1	1	1	1	1	0
s19899	113	1	1	1	1	0	0
s19900	5888	1	0	1	1	0	0
s19901	2	1	0	1	0	0	0
s19902	208	1	0	1	0	1	0
s19903	72	1	1	1	0	1	0
s19904	67442	1	1	1	1	1	0.40497
s19905	14	1	1	1	1	0	1
s19906	8402	1	1	1	1	1	1
s19907	270	1	1	0	0	0	1
s19908	136819	1	1	1	1	1	1
s19909	23	1	0	0	1	1	1
s19910	18221	1	1	1	1	1	1
s19911	1993	1	1	1	1	0	0
s19912	8686	1	1	1	1	1	1
s19913	18940	1	1	1	1	1	1
s19914	1711	1	1	1	0	1	1
s19915	4682	1	1	1	1	1	1
s19916	107541	1	1	1	1	1	1
s19917	15240	1	1	1	1	1	0.99042
s19918	423	1	1	0	0	0	0
s19919	13998	1	1	1	1	1	1
s19920	14084	1	1	1	1	1	1
s19921	9676	1	1	1	1	1	1
s19922	61561	1	1	1	1	1	1
s19923	40911	1	1	1	1	1	0.832197
s19924	99	1	1	1	1	0	0
s19925	44635	1	1	1	1	1	1
s19926	119	1	0	1	1	1	1
s19927	31430	1	1	1	1	1	1
s19928	14	1	1	0	0	0	1
s19929	11581	1	1	1	1	1	1
s19930	285	1	0	1	1	1	1
s19931	30810	1	1	1	1	1	1
s19932	15490	1	1	1	1	1	1
s19933	11460	1	1	1	1	1	1
s19934	21590	1	1	0	0	0	1
s19935	4672	1	0	0	0	0	1
s19936	34310	1	1	0	0	0	0.455319
s19937	22972	1	1	1	1	1	0
s19938	32	1	0	1	1	1	0
s19939	6839	1	1	1	1	1	0
s19940	313	1	1	1	0	1	0
s19941	33534	1	1	1	1	1	0
s19942	114	1	0	0	0	0	0
s19943	49156	1	1	1	1	1	0
s19944	107	1	1	1	0	1	0
s19945	8314	1	1	1	1	1	0
s19946	1169	1	1	1	1	1	0
s19947	538	1	1	1	1	0	0
s19948	7904	1	1	1	1	1	0
s19949	65	1	0	1	1	1	0
s19950	2975	1	1	1	1	1	0
s19951	2218	1	1	1	1	1	0
s19952	241	1	1	1	0	0	0
s19953	1996	1	1	1	0.735471	1	0
s19954	1928	1	1	1	0	0	0
s19955	2793	1	1	1	0	1	0.121733
s19956	20	1	1	1	0	0	1
s19957	5096	1	1	1	0.380102	1	1
s19958	5819	1	0	1	1	1	1
s19959	33939	1	1	1	1	1	1
s19960	19838	1	1	1	1	1	1
s19961	42	1	1	1	1	0	1
s19962	24662	1	1	1	1	1	0.990958
s19963	902	1	1	1	1	1	0.399113
s19964	83956	1	1	1	1	1	1
s19965	138099	1	1	1	1	1	0.996698
s19966	406	1	1	1	0	1	1
s19967	94903	1	1	1	1	1	1
s19968	60296	1	1	1	0.99524	1	1
s19969	2592	1	0	0	0	0	0
s19970	49921	1	1	1	1	1	1
s19971	4981	1	0	1	0	0	1
s19972	32766	1	1	1	1	1	1
s19973	1178	1	0	1	1	1	1
s19974	59467	1	1	1	1	1	1
s19975	107	1	1	1	0	1	0
s19976	1	1	1	1	1	1	1
s19977	23250	1	1	1	1	1	1
s19978	66	1	1	1	1	0	1
s19979	8384	1	1	1	1	1	1
s19980	58	1	1	1	1	0	0
s19981	1498	1	1	1	1	1	1
s19982	1367	1	1	1	1	1	1
s19983	38	1	1	1	1	0	1
s19984	689	1	1	1	1	1	1
s19985	693	1	1	1	1	1	1
s19986	1226	1	1	1	1	1	0.125612
s19987	227	1	1	1	1	0	0
s19988	21232	1	1	1	1	1	0
s19989	73	1	0	1	0	0	0
s19990	15638	1	1	1	1	1	0
s19991	23	1	1	1	1	0	0
s19992	928	1	1	1	1	1	0
s19993	1025	1	1	1	1	1	0
s19994	1750	1	1	1	1	0	0
s19995	1945	1	1	1	1	1	0
s19996	118874	1	1	1	1	1	0
s19997	195	1	1	1	1	0	0
s19998	565	1	1	1	1	1	0
s19999	28272	1	1	1	1	1	0
s20000	76	1	1	0	1	1	0
s20001	29199	1	1	1	1	1	0
s20002	7413	1	1	1	1	1	0.109672
s20003	24819	1	1	1	1	1	1
s20004	885	1	0	1	1	1	1
s20005	1321	1	1	1	1	1	1
s20006	1	1	0	1	1	1	1
s20007	388	1	1	1	1	1	1
s20008	3759	1	0	1	1	1	1
s20009	7994	1	0	0	0	0	0
s20010	19687	1	0	1	1	1	1
s20011	13246	1	1	1	1	1	1
s20012	1950	1	1	1	1	0	0
s20013	14150	1	1	1	1	0	0
s20014	19427	1	1	1	1	1	1
s20015	87	1	0	1	1	1	1
s20016	6471	1	1	1	1	1	1
s20017	307	1	0	1	1	1	0
s20018	24	1	1	1	1	1	1
s20019	971	1	1	1	1	1	1
s20020	68	1	0	1	1	1	0
s20021	30201	1	1	1	1	1	1
s20022	50949	1	1	1	1	1	1
s20023	173	1	1	1	1	1	1
s20024	7013	1	1	1	1	1	1
s20025	205	1	0	1	1	1	1
s20026	26110	1	1	1	1	1	0.182076
s20027	176	1	1	1	1	0	0
s20028	33873	1	1	1	1	1	0
s20029	4318	1	1	1	1	1	0
s20030	585	1	1	1	1	1	0
s20031	1255	1	1	1	1	0	0
s20032	6466	1	1	1	1	1	0
s20033	59	1	0	1	1	0	0
s20034	23573	1	1	1	1	1	0
s20035	10	1	0	1	1	1	0
s20036	389	1	1	1	1	1	0
s20037	334	1	0	1	1	1	0
s20038	1479	1	1	1	1	1	0
s20039	53	1	0	1	1	1	0
s20040	2189	1	1	1	1	1	0
s20041	2078	1	1	1	1	1	0
s20042	152	1	0	0	1	1	0
s20043	116655	1	1	1	1	1	0.891372
s20044	5761	1	1	1	1	0	0
s20045	43255	1	1	1	1	1	1
s20046	20	1	1	1	1	0	1
s20047	32973	1	1	1	1	1	1
s20048	175	1	1	1	0	1	1
s20049	10030	1	1	1	1	1	1
s20050	230	1	0	1	1	1	1
s20051	2186	1	1	1	1	1	1
s20052	31163	1	1	1	1	1	1
s20053	134	1	1	1	1	0	1
s20054	1944	1	1	1	1	1	1
s20055	4883	1	1	1	1	1	1
s20056	1252	1	1	1	1	1	1
s20057	2428	1	1	1	1	1	1
s20058	7072	1	1	1	1	1	1
s20059	3	1	1	1	1	1	1
s20060	927	1	0	1	1	1	1
s20061	21181	1	1	1	1	1	1
s20062	86	1	1	1	1	0	1
s20063	15604	1	1	1	1	1	1
s20064	35547	1	1	1	1	1	1
s20065	16322	1	1	1	1	1	1
s20066	39196	1	1	1	1	1	0.205046
s20067	877	1	1	1	1	0	0
s20068	799	1	1	1	1	1	0
s20069	34304	1	1	1	1	1	0.89456
s20070	10665	1	0	1	0	1	0
s20071	201	1	1	1	1	1	1
s20072	576	1	0	1	0	1	1
s20073	926	1	1	1	1	1	1
s20074	234	1	0	1	0	1	1
